temperature,humidity,rainfall,label
26.75080133,70.56617305,280.4044392,0
24.53789644,80.87579733,185.9461429,0
22.70358399,76.20316143,194.5766559,0
23.28877274,62.55883731,200.9133156,0
21.63660645,73.66007897,182.9043504,0
23.30251181,66.2672925,195.3574542,0
26.15458844,80.02484563,223.3671883,0
20.80665924,66.05913043,186.7536773,0
26.80721783,75.6956846,220.1156708,0
22.03605219,67.97524793,231.7364957,0
22.56895984,61.83490843,242.3170629,0
24.48224197,80.59308912,182.6549356,0
27.58116903,70.69652476,233.7034975,0
27.92433894,80.45120678,230.2242223,0
27.95319059,68.76747391,290.6793783,0
23.79072319,77.99136321,241.2013513,0
21.36654941,66.96491718,218.9163567,0
22.46481752,64.89946793,248.2256491,0
26.69289694,76.48149227,256.9964761,0
20.59377767,67.74802211,194.2651719,0
21.57180789,74.98530101,295.9248796,0
27.05088333,63.83444429,287.5766935,0
25.04357376,75.29772604,183.6222657,0
25.76591392,64.4265859,188.413665,0
25.69033486,53.84664501,78.67221693,1
22.99190229,51.67068651,108.6591857,1
22.4204984,51.23151612,96.15004854,1
26.30175161,52.42332709,83.12920841,1
21.59346973,50.88576435,102.5746649,1
26.81174696,52.92943074,100.9176088,1
25.95700623,51.2384078,101.2399862,1
24.17031699,53.04085716,146.9927661,1
26.64149873,55.91745485,82.66761245,1
22.69199657,60.98600617,114.523192,1
24.05403232,52.17126589,137.3148173,1
22.31770738,58.58786836,158.335716,1
23.25390865,56.27882512,135.892958,1
26.39622363,56.23058223,127.94704,1
23.69630562,60.67451996,120.3062225,1
24.88750733,56.03604251,157.6254107,1
21.03918735,57.52138791,119.4179161,1
26.06854377,60.70549553,129.0833029,1
22.15513483,52.38971479,157.8209829,1
25.38760802,59.24242241,84.09900369,1
21.0519097,50.4894237,107.7013803,1
25.28096087,51.38627681,139.4082228,1
25.80967803,50.6818906,88.64082953,1
23.29332995,50.82209314,159.637369,1
21.20972868,56.31599763,138.8577307,1
24.94990848,52.41285934,136.3002864,1
26.84168454,56.44312055,158.9074287,1
26.94171027,51.89932705,104.7971044,1
26.62625295,60.630147,144.790146,1
22.22282637,52.09686383,102.9943581,1
26.23233878,58.75832486,133.3803746,1
21.38032092,60.30719587,125.2942205,1
25.01206025,57.19948336,152.0998446,1
23.93183567,55.35164858,84.30277408,1
22.46961225,59.7561808,159.7094503,1
25.90825983,54.32576384,79.13672088,1
24.00522332,56.40119124,115.4433552,1
21.58570581,54.27862957,144.133609,1
22.80836816,59.13084805,102.0858776,1
26.98815068,59.9236647,135.2358305,1
26.57041867,57.59192852,114.8541306,1
22.18417288,51.0536422,109.1351681,1
21.00259513,54.29799497,121.4840528,1
22.39097607,59.93636085,96.52795631,1
24.73362019,59.56269558,153.4808896,1
25.19883281,60.00370396,161.7501599,1
24.30438312,54.84437097,76.73202842,1
23.9247516,57.87245203,82.51483333,1
22.8341395,51.4873254,154.1027485,1
22.76213671,58.63943056,77.69415355,1
21.89196943,50.17420079,85.87718731,1
21.27082179,51.85877885,100.0629969,1
26.10359994,52.63115497,105.7586828,1
21.33301066,54.2600173,103.4171832,1
21.78428236,59.50242733,124.9172678,1
21.56095889,51.00746755,85.77839497,1
25.21537317,60.57208814,146.3208345,1
26.79781011,53.70643528,138.213473,1
22.52656137,51.01235008,98.73003058,1
24.70098309,57.2805073,116.1287685,1
26.36931122,57.27416401,89.72013147,1
22.29412735,59.80897847,89.11392893,1
26.95473842,55.02515668,135.6644149,1
25.76708302,59.73331561,128.2064115,1
25.91348544,57.77446295,140.4013334,1
22.89862848,59.8351826,139.1544624,1
26.33164037,57.62074429,123.9601092,1
26.19017915,59.64459526,82.10434989,1
26.37017146,58.34196559,144.8018325,1
25.36455837,53.8966744,106.0760607,1
22.64477503,56.42098958,100.659201,1
23.33083934,51.42978189,153.1256813,1
23.25080346,60.42108949,86.54737814,1
25.72944239,51.46842365,131.959498,1
24.35133691,51.01912301,91.72867099,1
24.644943,55.57615349,137.3473567,1
25.8647335,50.59071566,141.3680666,1
22.43323004,51.69685533,146.6616428,1
22.90015717,52.54651569,94.83486133,1
25.18441664,52.60143816,100.3168624,1
24.91557034,60.09300703,162.9129631,1
23.52377167,56.97760579,141.8402571,1
21.90494001,58.79935637,118.5550251,1
22.02786382,56.07978088,159.9218668,1
25.29988085,58.5431009,138.0059458,1
22.05620153,51.05462429,97.92564513,1
24.44578611,57.25466822,95.83816153,1
24.02322069,54.78978999,92.06522861,1
24.08404876,50.74878094,79.23405577,1
23.90341994,55.433776,128.8619472,1
25.43575624,56.75107636,90.20001424,1
24.78430865,58.82867125,162.8889752,1
25.58686899,51.85592545,145.3105423,1
25.17130658,57.35290225,111.3764672,1
26.48046171,54.55836225,86.40096727,1
22.76601575,56.7983642,103.0601137,1
23.33265286,57.27017398,156.9663176,1
26.34871871,54.77413927,103.8796274,1
23.00953776,58.56813042,140.9134931,1
22.08798612,52.56504686,128.889532,1
26.9781482,75.3326328,54.73367631,2
28.61672554,80.16365366,38.7976407,2
28.27581888,79.05642479,55.296354,2
27.05982231,79.50809266,36.35720652,2
29.87325359,76.3133229,44.75215854,2
34.40977114,77.21125963,42.99498978,2
25.28587512,80.48100566,56.48265193,2
31.54770653,79.70669465,53.01899249,2
35.53976058,76.79010795,41.82490236,2
28.19071025,79.92872832,46.75690086,2
26.06263816,77.63519896,59.87232071,2
26.68304243,79.40327738,44.64407105,2
25.08141646,77.89027675,44.01206619,2
25.55991864,75.47948814,45.91011391,2
33.77904602,77.95272023,37.54602719,2
33.92119997,78.3991501,40.77872823,2
27.4262049,76.31627996,42.83053902,2
25.23153212,77.808023,51.52617423,2
27.47494334,79.85292035,49.11964582,2
32.41666908,78.7148356,57.65901369,2
32.42969141,78.55025216,43.1386631,2
34.46924869,79.07895659,48.54598575,2
29.72183748,75.65614624,56.76278363,2
34.39504325,76.79302728,37.31236904,2
27.70120607,77.49924826,56.51103293,2
28.65047884,78.66713769,37.01110438,2
33.39200316,79.21252021,50.47333854,2
34.35975688,76.74986631,57.79863368,2
27.11777106,79.26446135,44.56598352,2
34.29019205,75.19509609,56.68833819,2
25.76658304,78.84675439,59.87065439,2
34.01295694,78.92042414,48.48319335,2
28.77367963,79.69080494,48.56690235,2
28.48367355,79.15847739,43.80041104,2
27.87240185,75.6705509,36.94616965,2
35.38868168,80.56053127,53.43228915,2
34.75626639,80.03117032,50.49913241,2
26.83567253,75.34654115,45.04467075,2
25.41889593,78.41839938,58.37249772,2
27.59523856,80.65621975,40.12044158,2
33.55375806,75.15613997,51.09802625,2
31.4960256,75.37201059,58.86687093,2
26.45456807,75.7158455,56.04995423,2
35.38927805,75.43939857,58.41394143,2
34.08528032,80.06188073,54.96121262,2
30.70256063,77.67910142,49.61865305,2
25.43670353,78.88966529,52.84626009,2
31.6048229,78.38781853,55.03723979,2
32.62570938,76.58628228,54.62243308,2
31.29166495,76.31816936,59.03629954,2
31.02016445,79.55346471,52.93031105,2
33.97941437,77.70497629,56.52558045,2
34.94424844,80.41632334,53.15223123,2
29.38329441,80.83781106,50.46746116,2
33.90587036,80.77011595,39.23831035,2
35.91461268,80.88579749,44.17580911,2
35.48939388,77.05878984,45.48591922,2
33.23334485,75.68765611,56.09542002,2
29.24954053,79.68136882,41.39081525,2
30.7341441,79.95398305,57.99524359,2
25.918922,77.62851497,43.15411472,2
30.07461151,79.3678652,50.91511275,2
25.73443107,77.54966708,43.78420984,2
32.40792505,78.36318577,49.50812624,2
34.47914389,79.72554293,36.45012824,2
35.04739243,75.42905408,37.45680611,2
29.02220599,75.95427305,53.79732545,2
35.90823473,77.70802804,37.44800463,2
29.34321736,75.75521305,54.7960127,2
27.92202778,78.39800631,40.53173216,2
27.88240637,77.28980648,50.9246554,2
27.51604498,77.07207944,56.01913159,2
26.32111083,76.20950924,58.18713162,2
29.31905049,77.23371099,48.9366954,2
25.56734171,80.52035422,42.02483277,2
33.15738172,75.28570902,43.05130077,2
30.07897485,78.93353391,39.26137642,2
27.73805092,79.15984807,50.01534317,2
27.66899718,80.3234882,51.53848218,2
29.19896813,75.30141618,53.35486977,2
30.00426884,79.16730616,36.12042927,2
31.07387283,75.48244097,38.14476781,2
25.20579584,79.27507644,40.16545979,2
32.50206171,76.40634521,50.66487502,2
26.35491648,76.16814677,43.95183726,2
26.11705095,76.7955194,58.29933073,2
27.92930955,80.38145379,43.25095608,2
27.03023996,80.04151946,44.47427436,2
27.13539539,78.39245694,59.84499208,2
25.21771419,79.50440591,43.4826194,2
30.91870868,78.93231986,49.4897245,2
31.97265276,76.22626558,48.30159325,2
31.12091453,79.24453376,41.013132,2
32.07406925,76.74736311,43.12063289,2
31.4792041,75.6420293,44.30070517,2
28.44624625,76.08461882,58.52974279,2
30.36862401,77.95926143,43.25726752,2
27.0553249,78.78647269,37.2464655,2
35.41226267,76.44527588,56.12443206,2
33.63064146,79.13392883,52.55469976,2
18.85077185,92.70463764,186.5498269,3
20.265877,93.38996508,201.1799222,3
27.76298823,98.73772675,151.3875598,3
28.88765451,98.93686383,192.9191932,3
26.31465842,97.20941028,230.6059422,3
20.76666174,90.57139663,239.3774182,3
24.53759565,96.76410334,238.5986386,3
21.64765014,93.95839376,229.8478065,3
21.54425747,97.77932562,168.5259941,3
29.7675167,97.89833237,155.4178681,3
26.32550685,91.30397014,211.4984132,3
23.95306151,92.22334111,164.8080603,3
19.44190997,90.81999316,242.7375694,3
19.04350604,97.88923825,207.9346869,3
26.6914711,93.51793118,248.0127192,3
30.31070323,94.50678778,249.4180906,3
28.3590119,91.40287081,205.6436271,3
21.51816721,98.49639741,243.5264931,3
29.65933512,98.40277743,190.8030418,3
24.46283295,90.12195758,248.6454371,3
18.80949276,91.22444344,245.8787983,3
23.57120002,90.95237891,165.9686138,3
22.45731177,90.04757151,220.2481622,3
23.6073241,96.26255285,195.2644515,3
21.97566845,97.14702726,235.3354816,3
24.97874442,93.67330252,235.9374819,3
28.96449226,96.6007229,241.5411477,3
27.79106986,98.02698547,151.5420229,3
20.13286226,98.90838348,247.9849425,3
25.28610275,96.62059132,243.6025436,3
25.59486001,97.07315033,218.3234174,3
24.49433586,93.47986922,156.5019951,3
19.41369513,93.33859877,210.8450939,3
29.68650673,96.17163163,155.5288113,3
28.55203974,91.9363842,156.1374967,3
21.87746532,95.16755965,187.2409307,3
22.221693,94.87424713,244.6364888,3
22.57640292,94.00854615,209.8447099,3
30.18310594,90.92795209,193.10972,3
28.92399374,97.12298135,173.9597671,3
28.22760373,91.73387679,183.5504823,3
23.35212137,91.40561018,177.6582205,3
18.19424801,93.75838887,239.435644,3
21.26633104,91.45646351,168.8599817,3
27.39396385,96.94659732,164.9584071,3
27.26572034,90.18347387,207.0690528,3
23.24776297,96.66435766,181.3792303,3
27.89727824,93.29169148,229.527211,3
25.71944752,92.96368731,186.2506936,3
21.22999107,94.16191697,213.4530574,3
21.48158102,96.7996472,188.1757882,3
22.22451535,95.60379967,216.1093103,3
25.10389845,96.76534719,181.1012809,3
23.02678832,90.38986648,228.1585451,3
23.31874217,94.35986304,246.4004033,3
20.22924495,97.69697286,221.6872243,3
26.96444277,91.36161957,185.2815085,3
21.19252942,97.11600199,227.9964223,3
22.40547015,91.91247071,246.7881984,3
29.38311703,96.81547428,239.653142,3
26.7623748,90.00894077,196.3929842,3
26.50605927,96.89188525,241.371506,3
26.44564472,97.91380499,228.3346634,3
24.37870696,95.35838795,236.1903173,3
26.96891947,94.76840279,232.0792469,3
28.62014183,96.11499293,154.4017889,3
22.49751403,97.89811412,170.8665609,3
30.24404482,98.54219165,170.1582771,3
19.39047572,94.30112173,224.6921507,3
19.39541268,94.14940504,191.8480038,3
29.68421548,92.75572289,200.4758668,3
29.33340383,91.63640349,155.8722042,3
18.21353033,91.96160853,244.9762415,3
20.54050169,90.67042484,151.012989,3
27.76754391,95.25809939,176.4064162,3
24.1059276,95.29180464,244.4469947,3
27.28788934,90.93652942,179.0622137,3
20.90267417,94.99714944,190.0583321,3
20.63809046,92.08889712,187.2205321,3
28.74752714,94.26105184,153.199434,3
22.77577133,93.59984407,174.9286235,3
23.07651899,91.09152148,242.5840596,3
20.64041255,91.32229036,210.8341183,3
22.78415533,91.06667821,222.6514978,3
23.77600729,95.7633013,223.1767951,3
18.0115689,91.84785682,202.281286,3
20.98039112,92.38209582,191.6467782,3
28.70260085,93.7666177,248.3276786,3
29.38959999,93.60172886,185.8214899,3
27.87183982,90.97989471,222.5623406,3
29.48573332,92.47327729,202.7590728,3
21.48697192,93.10632664,247.1716684,3
18.14821413,90.06716563,205.6346664,3
22.02683062,96.83136679,179.5213033,3
24.38083228,94.07126438,198.6421842,3
25.5903288,90.14333122,199.2348307,3
21.95760258,98.37457816,155.1002465,3
22.80812126,91.64112493,188.0693552,3
28.7188602,93.56220612,179.4804049,3
30.24897015,92.44726683,179.1352379,3
25.26075453,13.79049547,45.7523396,4
23.56855669,11.56813631,38.19865734,4
25.46886077,15.2401303,48.42160918,4
26.27162318,11.4524829,35.19431212,4
29.12267486,13.77367532,44.21309767,4
22.02772453,11.80326081,37.96716357,4
30.33030253,14.4732174,36.61361235,4
29.31434592,15.68224438,48.49348171,4
25.74739063,15.7816663,39.10973483,4
25.41895371,13.26558308,41.83810956,4
24.64507219,14.03340413,38.99785201,4
23.45924148,13.07006475,42.97811956,4
27.97732107,11.7820051,39.40150564,4
26.15858536,14.16638031,42.85228483,4
22.85826176,10.50376062,48.81272971,4
24.19257829,14.72930708,49.57322707,4
26.19184454,12.16127093,48.81060057,4
26.67012475,15.88187444,48.53707635,4
29.82883951,12.71376138,47.28103458,4
26.16504697,10.97651325,45.34961336,4
24.01599625,11.56107097,44.93497124,4
21.9205267,10.36052649,44.36751704,4
24.15046464,11.03551125,41.60227033,4
25.01849676,11.46493429,44.7921064,4
23.87060785,14.32167427,42.18667806,4
25.14781578,13.30163708,43.50850561,4
22.4096157,13.54913018,45.95696539,4
22.96778415,15.47000377,35.47153383,4
24.35976018,15.16006192,41.79590493,4
22.84268234,15.62830468,43.79481255,4
30.6405172,15.26086645,48.27311688,4
20.7297387,15.34768376,39.78082213,4
22.21293185,10.71750533,43.68493722,4
21.95740307,12.74609136,40.21760436,4
27.47086183,12.77589595,35.4347949,4
28.16678063,11.39169381,46.06744344,4
24.58499186,11.93670765,40.96391853,4
27.58190526,12.61637873,44.89945087,4
22.38086802,14.76232527,47.1163263,4
23.28709553,12.64508341,48.08258327,4
21.03057973,11.14048746,38.89011641,4
23.15572747,13.5271556,40.44662963,4
20.92583422,11.63627807,48.8217795,4
20.6430786,11.39969506,41.67104849,4
22.94250411,15.48226545,49.42205338,4
29.73006659,13.40522133,40.70878489,4
24.86477353,14.64990431,39.41925519,4
28.83365298,11.30740675,36.522037,4
22.30531756,11.10943069,43.46383783,4
27.4654427,10.21955715,47.73897129,4
21.30051656,14.4236646,39.24284556,4
22.323901,13.28296848,46.87113258,4
30.65847723,14.87163943,45.35455961,4
24.69463871,11.70998906,38.04847719,4
30.78789536,14.89906447,47.96847506,4
28.80085663,15.15341676,39.98271574,4
29.25036519,12.92967002,43.62701068,4
27.51347911,11.32330795,35.19407768,4
22.73761719,11.01509523,49.41114147,4
20.47745067,13.69584772,44.19796231,4
24.33193457,10.15787759,48.80763104,4
20.33961727,13.19729855,42.91170851,4
25.27140674,14.7450074,41.10898552,4
28.07045727,11.27647996,41.37464257,4
29.77016153,13.10208428,38.15003963,4
29.87838884,12.41092334,39.14138782,4
27.39696775,15.51082768,38.26134496,4
23.90679605,12.02141577,41.12093404,4
23.92245651,15.95326768,48.76606134,4
23.50674681,15.87366569,40.37012963,4
21.12440474,15.78134688,43.58851949,4
21.25988281,12.71787778,39.2819445,4
20.92271646,13.13619144,48.86396451,4
25.6035399,14.83677514,42.19718993,4
28.96870826,10.97209306,41.69717064,4
25.14789425,12.86512967,40.69914027,4
23.61653894,12.02879426,44.47109466,4
28.40372731,13.49993189,44.9082887,4
20.23520822,11.91182946,46.07951303,4
29.36032333,10.13263968,45.47689818,4
28.55999304,12.22917989,35.66404116,4
27.09484749,15.70765067,42.4892623,4
22.18322094,13.13810979,35.57642505,4
25.71480946,14.01842357,36.74607697,4
29.00303989,12.9210998,39.14722427,4
22.69872082,12.83614059,38.37178316,4
25.07466805,13.62048878,37.86881506,4
24.7794015,14.11893562,40.80521556,4
28.99159383,15.17223627,38.88227816,4
29.8328863,14.2621481,41.07054193,4
28.80527252,11.90696818,36.20042754,4
25.69610145,13.75998106,47.68925213,4
26.65799719,10.81695791,38.96962965,4
29.39898334,15.18346084,44.22161999,4
23.79347498,15.95074891,39.09945134,4
24.43131811,12.46477186,40.1026225,4
26.52145056,11.09684071,41.31443237,4
20.69294364,15.17204687,38.5207736,4
21.39325614,15.23576392,47.05551318,4
23.58030621,14.3710163,49.68143256,4
20.13759921,55.24021616,87.75953857,5
18.7711534,56.21969538,102.2662445,5
23.62716178,58.96879159,66.71995467,5
22.65817945,62.43893343,60.65171481,5
22.21391288,56.02066417,65.43835393,5
20.14680445,60.68916559,102.0861694,5
20.18604619,58.56853526,105.4654703,5
19.61424066,62.46558129,78.06639649,5
21.42924351,55.32875722,65.27798457,5
22.81579214,59.00150939,109.2162279,5
20.56558547,60.92195594,94.29712821,5
19.56324676,60.35391567,74.05474936,5
19.61048059,56.75711608,63.87020584,5
21.53446365,58.22912382,94.76189431,5
23.57482673,58.10810866,72.12375573,5
21.32841005,58.88725153,63.72358154,5
21.39572631,60.94510033,104.1626147,5
18.36362035,60.10611463,76.68456006,5
19.49029392,58.31618756,65.49730729,5
21.06660859,58.38211081,84.23613484,5
21.10956891,59.02350343,79.74078719,5
20.86850829,55.46180513,88.07753741,5
19.94398895,60.66516455,80.97573281,5
23.06220698,58.73828532,79.7532896,5
23.15929888,56.74235767,74.51490791,5
23.32065688,62.00173953,96.46380213,5
21.28136674,61.21590886,102.8301942,5
18.94001964,59.86251515,102.4852929,5
19.97088306,56.49379543,70.43473609,5
23.82519481,58.6786878,108.8303762,5
19.44132011,62.06782718,65.88951188,5
18.09871776,63.2828319,90.988051,5
18.46044224,63.88221391,64.40866039,5
23.82300494,61.47852458,63.03843397,5
20.85344137,61.72823343,87.9298085,5
18.28199729,63.11877779,107.4931917,5
19.26342327,56.35778178,60.95197486,5
19.50719032,61.10942618,109.7515385,5
19.31037679,60.91785824,91.76337172,5
19.97087059,61.72829179,94.26249353,5
23.03033188,62.78964922,71.07562236,5
20.25820212,58.36713778,76.72860067,5
18.65125945,61.25552842,69.21803098,5
22.60030755,58.25460008,101.7004306,5
22.90960801,56.1978863,106.6213157,5
18.19388064,61.8606289,66.29390357,5
19.19481063,57.16759523,91.26056654,5
20.24673495,56.02067608,109.024141,5
21.23167064,63.50208957,99.57981207,5
23.70585128,58.01733095,71.3195307,5
21.5781935,60.6668866,78.34604471,5
19.16179473,58.93098398,88.45361858,5
20.01239077,56.29128492,62.50351892,5
18.86129325,56.83826464,76.41312437,5
21.15390216,59.23160033,107.3198135,5
22.29913345,62.0231236,100.7689246,5
19.95416163,59.11704285,107.2681929,5
19.08941079,62.90223596,101.5952794,5
21.17296267,60.02196846,80.72515943,5
21.44024801,56.63732952,83.73280082,5
19.49789541,63.49593434,89.9622014,5
18.91067861,61.6749076,88.10234397,5
22.69865031,57.57528472,64.77791424,5
19.39445592,58.54112724,73.33636055,5
22.54151814,60.64333686,83.21030571,5
20.57608344,56.61573826,103.651438,5
20.1985218,63.21977398,84.22969177,5
19.90187799,61.77916436,96.59195302,5
21.42070923,62.77516295,67.96704792,5
23.99962378,57.1898159,83.20711308,5
19.89782855,57.64482884,87.85092352,5
19.04345628,62.2531344,95.71388473,5
19.65622965,59.10944361,67.61013737,5
18.39167485,56.56401513,97.59081274,5
20.61380177,63.75136995,64.23845455,5
19.17284159,55.71120518,75.82270467,5
22.26067902,61.84647671,88.17251033,5
19.17424332,55.61470093,104.2321615,5
21.38943895,59.19269617,67.10225139,5
18.94499312,55.57872204,67.72777298,5
21.71773943,57.88009164,103.2234212,5
22.64904102,55.71455437,107.2361366,5
21.65580562,58.67115951,75.03247667,5
20.96656452,55.30835463,78.16077693,5
21.88839278,62.44544596,105.0083144,5
22.62780808,61.17191709,62.49190812,5
23.02728959,56.18107076,107.9124111,5
20.63823706,58.59839107,74.52082026,5
19.84800424,60.57089449,62.91359494,5
18.05131653,58.96282009,69.93293255,5
20.26257111,57.47641046,108.5054416,5
19.28029841,61.39803952,78.96159541,5
18.01096111,60.43449363,79.84925393,5
23.84085041,58.87346494,93.62039175,5
23.39337999,60.89102118,85.75692395,5
19.69988589,58.20830199,82.34162918,5
23.82134659,57.92784923,108.7603001,5
18.21527195,62.71238257,70.23401597,5
20.33021239,60.96081458,65.50861389,5
22.23512558,60.53271837,98.73771338,5
30.37793463,14.63480305,43.35795377,6
19.09897917,18.30851642,46.83130119,6
19.3279742,18.17188357,46.80452595,6
26.56544344,18.47018282,46.6352865,6
27.04497537,13.97499743,46.13833007,6
18.57221378,20.95733104,53.46622584,6
22.44099929,19.7114891,50.89110726,6
24.32554257,12.57808505,50.90994463,6
23.57611041,12.7970513,36.46946971,6
27.21463853,19.92997792,35.15426171,6
29.93798822,14.72043036,49.14337177,6
25.03651315,20.96376298,52.55730112,6
28.77458954,11.515821,42.96018627,6
29.14561331,10.13870185,49.02366803,6
28.30673835,19.93422354,41.78219834,6
19.21663912,11.7528559,38.71834464,6
30.56062773,14.19675709,49.78102578,6
28.89865493,13.61231362,51.92057267,6
29.44095908,19.55198731,54.9393771,6
29.13614096,16.60369795,50.89732989,6
23.85027424,13.72483087,44.93261911,6
30.08685618,10.55802495,49.39111479,6
18.76353399,14.62059644,44.43177543,6
20.54591515,16.04504004,48.77790371,6
26.70661202,16.88638268,40.37113729,6
23.03122897,20.09175775,47.89645224,6
29.96835429,15.29348273,46.05333124,6
21.79783706,18.06391696,54.49044154,6
23.26855222,19.0299875,49.04015558,6
26.18484016,18.29409176,53.14531023,6
30.32618192,16.98521285,48.60449438,6
30.90746494,13.88445992,53.13946695,6
28.14259462,19.78792118,45.42616802,6
21.06697752,11.26427583,44.07819743,6
19.29248457,11.01252579,49.37369982,6
21.20674802,10.83115276,41.02682925,6
20.50450212,16.40204049,44.08562546,6
30.38741284,13.59914876,49.47371773,6
22.41163113,17.48647339,45.36521251,6
22.76476128,20.34108041,37.81123974,6
30.07986443,15.79504471,48.80253285,6
21.74754227,9.304050738,42.72374404,6
18.6120098,15.58552963,45.40277297,6
25.79843493,17.04177216,52.39881209,6
28.40651916,13.94384424,49.73922097,6
24.58476806,20.83927339,38.30411077,6
29.36220129,11.11512122,35.75107592,6
20.75913717,12.48199091,44.95654782,6
28.54766381,14.8561027,48.33941188,6
28.48323374,19.57374093,35.03484812,6
28.86932529,13.02888001,44.23629285,6
30.88432511,17.45228802,36.18678721,6
23.41500714,19.93369554,50.43306085,6
18.07720164,15.68402333,54.37814199,6
21.69175446,15.35065662,47.26052494,6
30.64879548,20.69922202,38.21370568,6
23.74501651,19.76994429,35.36831423,6
28.00600574,9.723495393,37.11395801,6
21.22440146,17.0302531,37.15824966,6
21.89283084,19.0053154,48.28137482,6
20.37314001,18.32907092,53.40906048,6
25.04229192,11.87591137,42.89509057,6
28.29485596,10.89699273,41.7704893,6
18.00218822,17.57693235,35.69674138,6
20.94492842,12.14767078,48.06491307,6
30.86028112,16.66402829,45.49683991,6
26.10060282,16.76485517,53.31508572,6
30.66815143,10.03532497,39.18374505,6
26.65047247,17.57664224,42.19740397,6
19.45927897,18.24801605,37.46160727,6
24.58648174,19.44176008,51.54922825,6
21.11570464,9.600567666,50.6128521,6
29.13122486,20.12220033,46.90725077,6
20.77776447,16.16629935,49.55213308,6
23.61170097,18.75791583,41.45486619,6
18.98210377,12.78790535,36.68284038,6
19.10660042,13.02260528,39.00992137,6
29.60078577,20.72182446,52.50812701,6
19.63729972,17.83279546,47.01510708,6
30.26454686,20.09064147,42.87274897,6
19.3348837,20.68741292,53.04669416,6
20.00660408,19.04717006,46.48280681,6
19.11638199,18.20046786,49.94043064,6
19.23170979,12.22826582,36.5011366,6
27.9188311,15.00607508,50.17067771,6
21.14163119,19.07921185,46.62370222,6
21.07830574,19.69050246,53.12442925,6
23.17426568,14.0670011,44.23913012,6
28.8550228,19.12090416,41.61080544,6
30.42824857,18.62541214,36.10211371,6
28.97080899,19.49950719,51.02372773,6
22.62537565,18.8322224,51.56461082,6
23.39325915,17.30400476,45.20841071,6
28.17607785,18.26036783,46.10585191,6
22.20105487,18.0038321,47.9271552,6
21.99880217,13.16999572,52.60285259,6
25.12685766,20.48917521,38.07659414,6
25.23250804,16.82332946,40.8106299,6
22.32787677,20.04127385,53.10207889,6
21.21406291,19.04023978,40.74536757,6
